donald;3;En Linux, los usuarios del sistema...;;-1;Fri Mar 03 2023 20:00:45 GMT+0100 (Central European Standard Time)
donald;4;En Linux, los archivos...;;-1;Fri Mar 03 2023 20:00:58 GMT+0100 (Central European Standard Time)
donald;6;¿En Linux cuál es la opción por defecto en chmod para asignar permisos, si no se especifica nada?;000;-1;Fri Mar 03 2023 20:03:33 GMT+0100 (Central European Standard Time)
donald;0;Cuál es el número que identifica a cada usuario dentro del sistema?;uid;1;Fri Mar 03 2023 20:28:57 GMT+0100 (Central European Standard Time)
donald;1;Un proceso además tiene un ____________, que lo diferencia de otra instancia del mismo programa en ejecución, como el usuario que lo ha lanzado, que es el dueño de proceso, los permisos del proceso, si ha sido llamado por otro proceso, etc.;pid;-1;Fri Mar 03 2023 20:33:58 GMT+0100 (Central European Standard Time)
donald;2;¿En Linux en qué fichero podemos ver todos los usuarios que existen?;/etc/passwd;1;Fri Mar 03 2023 20:44:42 GMT+0100 (Central European Standard Time)
donald;0;Cuál es el número que identifica a cada usuario dentro del sistema?;uid;1;Fri Mar 03 2023 20:46:37 GMT+0100 (Central European Standard Time)
donald;2;¿En Linux en qué fichero podemos ver todos los usuarios que existen?;/etc/passwd;1;Fri Mar 03 2023 20:46:54 GMT+0100 (Central European Standard Time)
donald;4;En Linux, los archivos...;rwe;-1;Fri Mar 03 2023 20:47:11 GMT+0100 (Central European Standard Time)
donald;7;¿En Linux con qué comando se pueden ver todos los procesos que se están ejecutando en el sistema?;ps;1;Fri Mar 03 2023 20:47:17 GMT+0100 (Central European Standard Time)
donald;9;¿En Linux qué comando no visualiza el contenido (todo o parcialmente) de ficheros?;ls;1;Fri Mar 03 2023 20:47:27 GMT+0100 (Central European Standard Time)
donald;0;Cuál es el número que identifica a cada usuario dentro del sistema?;uid;1;Fri Mar 03 2023 20:59:11 GMT+0100 (Central European Standard Time)
donald;3;En Linux, los usuarios del sistema...;;-1;Fri Mar 03 2023 20:59:16 GMT+0100 (Central European Standard Time)
donald;4;En Linux, los archivos...;;-1;Fri Mar 03 2023 20:59:20 GMT+0100 (Central European Standard Time)
donald;7;¿En Linux con qué comando se pueden ver todos los procesos que se están ejecutando en el sistema?;ps;1;Fri Mar 03 2023 20:59:26 GMT+0100 (Central European Standard Time)
adrian;0;Cuál es el número que identifica a cada usuario dentro del sistema?;ni idea;-1;Fri Mar 03 2023 21:03:50 GMT+0100 (Central European Standard Time)
donald;8;En Linux el editor de texto en modo gráfico por defecto es...;;-1;Fri Mar 03 2023 21:06:24 GMT+0100 (Central European Standard Time)
adrian;3;En Linux, los usuarios del sistema...;son mas tontos que marcel;-1;Fri Mar 03 2023 21:06:28 GMT+0100 (Central European Standard Time)
adrian;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;que voy a saber, soy tonto y viejo;-1;Fri Mar 03 2023 21:07:00 GMT+0100 (Central European Standard Time)
donald;1;Un proceso además tiene un ____________, que lo diferencia de otra instancia del mismo programa en ejecución, como el usuario que lo ha lanzado, que es el dueño de proceso, los permisos del proceso, si ha sido llamado por otro proceso, etc.;pid;-1;Fri Mar 03 2023 21:08:36 GMT+0100 (Central European Standard Time)
ares;1;Un proceso además tiene un ____________, que lo diferencia de otra instancia del mismo programa en ejecución, como el usuario que lo ha lanzado, que es el dueño de proceso, los permisos del proceso, si ha sido llamado por otro proceso, etc.;;-1;Fri Mar 03 2023 21:08:44 GMT+0100 (Central European Standard Time)
donald;1;Un proceso además tiene un ____________, que lo diferencia de otra instancia del mismo programa en ejecución, como el usuario que lo ha lanzado, que es el dueño de proceso, los permisos del proceso, si ha sido llamado por otro proceso, etc.;pid;-1;Fri Mar 03 2023 21:19:09 GMT+0100 (Central European Standard Time)
donald;3;En Linux, los usuarios del sistema...;sys;-1;Fri Mar 03 2023 21:19:17 GMT+0100 (Central European Standard Time)
donald;4;En Linux, los archivos...;;-1;Fri Mar 03 2023 21:19:22 GMT+0100 (Central European Standard Time)
donald;7;¿En Linux con qué comando se pueden ver todos los procesos que se están ejecutando en el sistema?;ps;1;Fri Mar 03 2023 21:19:27 GMT+0100 (Central European Standard Time)
donald;8;En Linux el editor de texto en modo gráfico por defecto es...;gedit;1;Fri Mar 03 2023 21:19:34 GMT+0100 (Central European Standard Time)
donald;0;Cuál es el número que identifica a cada usuario dentro del sistema?;uid;1;Mon Mar 06 2023 05:19:11 GMT+0100 (Central European Standard Time)
adrian;1;Un proceso además tiene un ____________, que lo diferencia de otra instancia del mismo programa en ejecución, como el usuario que lo ha lanzado, que es el dueño de proceso, los permisos del proceso, si ha sido llamado por otro proceso, etc.;pid;-1;Mon Mar 06 2023 05:23:51 GMT+0100 (Central European Standard Time)
adrian;0;Cuál es el número que identifica a cada usuario dentro del sistema?;uid;1;Mon Mar 06 2023 05:28:53 GMT+0100 (Central European Standard Time)
elba;0;Cuál es el número que identifica a cada usuario dentro del sistema?;uid;1;Mon Mar 06 2023 05:29:14 GMT+0100 (Central European Standard Time)
adrian;3;En Linux, los usuarios del sistema...;primarios;-1;Mon Mar 06 2023 05:29:37 GMT+0100 (Central European Standard Time)
adrian;4;En Linux, los archivos...;rwr;-1;Mon Mar 06 2023 05:29:42 GMT+0100 (Central European Standard Time)
adrian;7;¿En Linux con qué comando se pueden ver todos los procesos que se están ejecutando en el sistema?;wtyrwty;-1;Mon Mar 06 2023 05:29:51 GMT+0100 (Central European Standard Time)
adrian;9;¿En Linux qué comando no visualiza el contenido (todo o parcialmente) de ficheros?;ps;-1;Mon Mar 06 2023 05:29:57 GMT+0100 (Central European Standard Time)
adrian;11;¿Cuál es el comando que escribe la ruta del directorio donde nos encontramos?;pwd;1;Mon Mar 06 2023 05:30:05 GMT+0100 (Central European Standard Time)
adrian;14;Antes de realizar cualquier cambio en el registro es aconsejable...;;-1;Mon Mar 06 2023 05:30:11 GMT+0100 (Central European Standard Time)
oscar;0;Cuál es el número que identifica a cada usuario dentro del sistema?;1;-1;Mon Mar 06 2023 08:33:52 GMT+0100 (Central European Standard Time)
oscar;3;En Linux, los usuarios del sistema...;;-1;Mon Mar 06 2023 08:40:20 GMT+0100 (Central European Standard Time)
oscar;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;SHA-512;1;Mon Mar 06 2023 08:42:17 GMT+0100 (Central European Standard Time)
oscar;6;¿Em Linux cuál es la opción por defecto en chmod para asignar permisos, si no se especifica nada?;777;-1;Mon Mar 06 2023 08:43:10 GMT+0100 (Central European Standard Time)
oscar;9;¿En Linux qué comando no visualiza el contenido (todo o parcialmente) de ficheros?;ls;1;Mon Mar 06 2023 08:43:33 GMT+0100 (Central European Standard Time)
oscar;11;¿Cuál es el comando que escribe la ruta del directorio donde nos encontramos?;pwd;1;Mon Mar 06 2023 09:06:19 GMT+0100 (Central European Standard Time)
eloy;0;Cuál es el número que identifica a cada usuario dentro del sistema?;UID;1;Mon Mar 06 2023 12:13:47 GMT+0100 (Central European Standard Time)
eloy;3;En Linux, los usuarios del sistema...;users;-1;Mon Mar 06 2023 12:15:21 GMT+0100 (Central European Standard Time)
eloy;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;SHA-512;1;Mon Mar 06 2023 12:16:20 GMT+0100 (Central European Standard Time)
eloy;6;¿Em Linux cuál es la opción por defecto en chmod para asignar permisos, si no se especifica nada?;;-1;Mon Mar 06 2023 12:16:38 GMT+0100 (Central European Standard Time)
eloy;8;En Linux el editor de texto en modo gráfico por defecto es...;gvim;-1;Mon Mar 06 2023 12:18:20 GMT+0100 (Central European Standard Time)
eloy;12;¿Cuál de los siguientes comandos crea un archivo nuevo ordenado?;touch;-1;Mon Mar 06 2023 12:18:35 GMT+0100 (Central European Standard Time)
eloy;14;Antes de realizar cualquier cambio en el registro es aconsejable...;guardar;-1;Mon Mar 06 2023 12:20:02 GMT+0100 (Central European Standard Time)
eloy;16;Este comando muestra, modifica, hace copias de seguridad o restaura listas de control de acceso (ACL) para archivos y directorios;asdasd;-1;Mon Mar 06 2023 12:20:06 GMT+0100 (Central European Standard Time)
elba;3;En Linux, los usuarios del sistema...;GUD;-1;Mon Mar 06 2023 12:21:29 GMT+0100 (Central European Standard Time)
elba;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;SHA-512;1;Mon Mar 06 2023 12:22:23 GMT+0100 (Central European Standard Time)
elba;6;¿Em Linux cuál es la opción por defecto en chmod para asignar permisos, si no se especifica nada?;775;-1;Mon Mar 06 2023 12:22:44 GMT+0100 (Central European Standard Time)
elba;8;En Linux el editor de texto en modo gráfico por defecto es...;vim;-1;Mon Mar 06 2023 12:25:46 GMT+0100 (Central European Standard Time)
elba;10;¿Cuál de los siguientes comandos cambia el orden del contenido de un fichero mostrado por pantalla?;lrt;-1;Mon Mar 06 2023 12:26:54 GMT+0100 (Central European Standard Time)
elba;14;Antes de realizar cualquier cambio en el registro es aconsejable...;guardar;-1;Mon Mar 06 2023 12:28:03 GMT+0100 (Central European Standard Time)
elba;16;Este comando muestra, modifica, hace copias de seguridad o restaura listas de control de acceso (ACL) para archivos y directorios;dfs;-1;Mon Mar 06 2023 12:28:57 GMT+0100 (Central European Standard Time)
elba;19;¿En que lugar almacena Windows los datos de configuración(hardware y software instalado, usuarios, tipos de archivos, etc);disco duro;-1;Mon Mar 06 2023 12:29:23 GMT+0100 (Central European Standard Time)
elba;20;En Windows Las _______ almacenan valores que servirán para que ciertos programas las utilicen o bien para configurar ciertos parámetros del entorno de trabajo;variables de entorno;1;Mon Mar 06 2023 12:30:42 GMT+0100 (Central European Standard Time)
eloy;19;¿En que lugar almacena Windows los datos de configuración(hardware y software instalado, usuarios, tipos de archivos, etc);registro;1;Mon Mar 06 2023 12:47:04 GMT+0100 (Central European Standard Time)
eloy;21;Si somos un usuario administrador en Windows podremos añadir otro usuario haciendo clic sobre...;añadir;-1;Mon Mar 06 2023 12:47:21 GMT+0100 (Central European Standard Time)
eloy;22;Las _________ son necesarias para guardar información y recuperarlos en caso de perdida;copias de seguridad;1;Mon Mar 06 2023 12:47:52 GMT+0100 (Central European Standard Time)
eloy;23;El usuario __________ de Windows tiene privilegios para instalar y desinstalar programas, cambiar la configuración del sistema y añadir otros usuarios;administrador;-1;Mon Mar 06 2023 12:48:36 GMT+0100 (Central European Standard Time)
eloy;24;¿Que comandod de Windows permite apagar el equipo y cerrar la sesión de usuario?;shutdown;1;Mon Mar 06 2023 12:49:08 GMT+0100 (Central European Standard Time)
eloy;26;¿En Windows si queremos cambiar de usuario sin cerrar la sesión debemos pulsar en...;cambiar sesion;-1;Mon Mar 06 2023 12:50:24 GMT+0100 (Central European Standard Time)
eloy;27;Qué herramienta de Windows permite planificar la ejecución de una tarea en un instante determinado o periódicamente;XD;-1;Mon Mar 06 2023 19:12:55 GMT+0100 (Central European Standard Time)
adrian;15;¿Qué herramienta permite administrar las aplicaciones, los procesos y ver el rendimiento del sistema?;administrador de tareas;1;Mon Mar 06 2023 19:13:08 GMT+0100 (Central European Standard Time)
adrian;17;¿Cuál es el archivo de la paginación de memoria de Windows?;page.sys;1;Mon Mar 06 2023 19:13:32 GMT+0100 (Central European Standard Time)
adrian;20;En Windows Las _______ almacenan valores que servirán para que ciertos programas las utilicen o bien para configurar ciertos parámetros del entorno de trabajo;variables;-1;Mon Mar 06 2023 19:14:04 GMT+0100 (Central European Standard Time)
eloy;30;En Windows si queremos abrir un fichero de texto con el programa que no tenga predeterminado, sino otro, ¿qué opción del menú contextual se debe utilizar?;Terminal;-1;Mon Mar 06 2023 19:14:15 GMT+0100 (Central European Standard Time)
adrian;22;Las _________ son necesarias para guardar información y recuperarlos en caso de perdida;copias de seguridad;1;Mon Mar 06 2023 19:14:30 GMT+0100 (Central European Standard Time)
eloy;31;¿Con qué letra se identifica el atributo de solo lectura de un fichero en Windows?;;-1;Mon Mar 06 2023 19:14:31 GMT+0100 (Central European Standard Time)
eloy;34;¿Qué extensión tienen los ficheros por lotes o ficheros de comandos en Windows?;.TXT;-1;Mon Mar 06 2023 19:14:45 GMT+0100 (Central European Standard Time)
adrian;23;El usuario __________ de Windows tiene privilegios para instalar y desinstalar programas, cambiar la configuración del sistema y añadir otros usuarios;admin;-1;Mon Mar 06 2023 19:14:48 GMT+0100 (Central European Standard Time)
adrian;24;¿Que comandod de Windows permite apagar el equipo y cerrar la sesión de usuario?;shutdown;1;Mon Mar 06 2023 19:15:07 GMT+0100 (Central European Standard Time)
eloy;35;Si acabamos de borrar un fichero y lo queremos recuperar, ¿dónde debemos mirar?;papelera de reciclage;1;Mon Mar 06 2023 19:15:10 GMT+0100 (Central European Standard Time)
ares;1;Un proceso además tiene un ____________, que lo diferencia de otra instancia del mismo programa en ejecución, como el usuario que lo ha lanzado, que es el dueño de proceso, los permisos del proceso, si ha sido llamado por otro proceso, etc.;;-1;Mon Mar 06 2023 19:15:43 GMT+0100 (Central European Standard Time)
ares;2;¿En Linux en qué fichero podemos ver todos los usuarios que existen?;/home;-1;Mon Mar 06 2023 19:15:51 GMT+0100 (Central European Standard Time)
eloy;37;¿Qué comando muestra o modifica las asociaciones de extensiones de archivo en Windows?;ARCHIVOS;-1;Mon Mar 06 2023 19:15:58 GMT+0100 (Central European Standard Time)
adrian;26;¿En Windows si queremos cambiar de usuario sin cerrar la sesión debemos pulsar en...;cambiar de usuario;1;Mon Mar 06 2023 19:16:13 GMT+0100 (Central European Standard Time)
ares;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;;-1;Mon Mar 06 2023 19:16:17 GMT+0100 (Central European Standard Time)
ares;7;¿En Linux con qué comando se pueden ver todos los procesos que se están ejecutando en el sistema?;/root;-1;Mon Mar 06 2023 19:16:24 GMT+0100 (Central European Standard Time)
eloy;38;En Linux que comando lista todos los archivos del directorio bin;ls -la;-1;Mon Mar 06 2023 19:16:25 GMT+0100 (Central European Standard Time)
adrian;27;Qué herramienta de Windows permite planificar la ejecución de una tarea en un instante determinado o periódicamente;programador;-1;Mon Mar 06 2023 19:16:31 GMT+0100 (Central European Standard Time)
eloy;41;En Linux que comando listar todos los archivos del directorio dev que empiecen por tty y tengan 5 caracteres.;ls;-1;Mon Mar 06 2023 19:16:32 GMT+0100 (Central European Standard Time)
adrian;30;En Windows si queremos abrir un fichero de texto con el programa que no tenga predeterminado, sino otro, ¿qué opción del menú contextual se debe utilizar?;abrir con;1;Mon Mar 06 2023 19:16:42 GMT+0100 (Central European Standard Time)
eloy;43;En Linux que comando lista todos los archivos del directorio dev que empiecen por t y acaben en C1;ls ;-1;Mon Mar 06 2023 19:16:51 GMT+0100 (Central European Standard Time)
ares;9;¿En Linux qué comando no visualiza el contenido (todo o parcialmente) de ficheros?;;-1;Mon Mar 06 2023 19:17:03 GMT+0100 (Central European Standard Time)
eloy;45;En Linux que comando lista todos los archivos del directorio etc que no empiecen por t;ls t*;-1;Mon Mar 06 2023 19:17:04 GMT+0100 (Central European Standard Time)
ares;12;¿Cuál de los siguientes comandos crea un archivo nuevo ordenado?;;-1;Mon Mar 06 2023 19:17:05 GMT+0100 (Central European Standard Time)
ares;14;Antes de realizar cualquier cambio en el registro es aconsejable...;;-1;Mon Mar 06 2023 19:17:08 GMT+0100 (Central European Standard Time)
ares;15;¿Qué herramienta permite administrar las aplicaciones, los procesos y ver el rendimiento del sistema?;;-1;Mon Mar 06 2023 19:17:11 GMT+0100 (Central European Standard Time)
adrian;32;En Windows que herramienta busca y permite que borremos archivos innecesarios en el sistema,como archivos temporales de internet,etc;liberador de espacio;1;Mon Mar 06 2023 19:17:13 GMT+0100 (Central European Standard Time)
ares;18;¿Con qué comando podemos ver las variables de entorno del sistema Windows?;;-1;Mon Mar 06 2023 19:17:17 GMT+0100 (Central European Standard Time)
eloy;46;En Linux que comando lista todos los archivos del directorio usr y sus subdirectorios;ls;-1;Mon Mar 06 2023 19:17:20 GMT+0100 (Central European Standard Time)
adrian;34;¿Qué extensión tienen los ficheros por lotes o ficheros de comandos en Windows?;.bat;1;Mon Mar 06 2023 19:17:27 GMT+0100 (Central European Standard Time)
eloy;47;En Linux que comando permite mostrar el día y la hora actual;cal;-1;Mon Mar 06 2023 19:17:27 GMT+0100 (Central European Standard Time)
alex;0;Cuál es el número que identifica a cada usuario dentro del sistema?;2;-1;Mon Mar 06 2023 19:17:31 GMT+0100 (Central European Standard Time)
ares;20;En Windows Las _______ almacenan valores que servirán para que ciertos programas las utilicen o bien para configurar ciertos parámetros del entorno de trabajo;;-1;Mon Mar 06 2023 19:17:35 GMT+0100 (Central European Standard Time)
adrian;35;Si acabamos de borrar un fichero y lo queremos recuperar, ¿dónde debemos mirar?;papelera;-1;Mon Mar 06 2023 19:17:39 GMT+0100 (Central European Standard Time)
ares;22;Las _________ son necesarias para guardar información y recuperarlos en caso de perdida;llaves;-1;Mon Mar 06 2023 19:17:42 GMT+0100 (Central European Standard Time)
adrian;37;¿Qué comando muestra o modifica las asociaciones de extensiones de archivo en Windows?;cha;-1;Mon Mar 06 2023 19:17:56 GMT+0100 (Central European Standard Time)
eloy;53;En Linux que comando borrar los archivos y directorios de dir1, incluido el propio directorio;rm;-1;Mon Mar 06 2023 19:17:58 GMT+0100 (Central European Standard Time)
eloy;54;En Linux que comando borra los archivos de dir2 que no acaben en b y tengan una q como cuarta letra;ls;-1;Mon Mar 06 2023 19:18:03 GMT+0100 (Central European Standard Time)
adrian;40;En Linux que comando lista todos los archivos del directorio etc que empiecen por t en orden inverso.;sort;-1;Mon Mar 06 2023 19:18:05 GMT+0100 (Central European Standard Time)
ares;23;El usuario __________ de Windows tiene privilegios para instalar y desinstalar programas, cambiar la configuración del sistema y añadir otros usuarios;administrador;-1;Mon Mar 06 2023 19:18:09 GMT+0100 (Central European Standard Time)
eloy;55;En Linux que comando borrar el archivo fich1 y copiar enlace en dir3.;ls;-1;Mon Mar 06 2023 19:18:36 GMT+0100 (Central European Standard Time)
eloy;57;En Linux que comando de notación octal, eliminar el permiso de lectura del directorio dir2, al resto de los usuarios;ls;-1;Mon Mar 06 2023 19:18:45 GMT+0100 (Central European Standard Time)
eloy;61;En Linux que comando permite ver los permisos que tienen los archivos que empiecen por tt del directorio /dev;ls;-1;Mon Mar 06 2023 19:18:49 GMT+0100 (Central European Standard Time)
eloy;62;En Linux que comando permite visualizar la lista de todos los ficheros que pertenezcan a root;;-1;Mon Mar 06 2023 19:18:51 GMT+0100 (Central European Standard Time)
adrian;42;En Linux que comando lista todos los archivos del directorio dev que empiecen por tty y acaben en 1,2,3 ó 4;ls /dev/tty*[1-4];1;Mon Mar 06 2023 19:18:51 GMT+0100 (Central European Standard Time)
ares;24;¿Que comandod de Windows permite apagar el equipo y cerrar la sesión de usuario?;;-1;Mon Mar 06 2023 19:18:53 GMT+0100 (Central European Standard Time)
alex;2;¿En Linux en qué fichero podemos ver todos los usuarios que existen?;root;-1;Mon Mar 06 2023 19:18:57 GMT+0100 (Central European Standard Time)
ares;25;Este usuario de Windows solo podrá cambiar configuraciones y archivos relativos al propio usuario, no a todo el sistema;;-1;Mon Mar 06 2023 19:19:00 GMT+0100 (Central European Standard Time)
ares;28;¿Qué herramienta de Windows permite optimiza archivos y realiza una desfragmentación para que el equipo funcione con mayor velocidad y eficiencia?;;-1;Mon Mar 06 2023 19:19:04 GMT+0100 (Central European Standard Time)
ares;30;En Windows si queremos abrir un fichero de texto con el programa que no tenga predeterminado, sino otro, ¿qué opción del menú contextual se debe utilizar?;;-1;Mon Mar 06 2023 19:19:09 GMT+0100 (Central European Standard Time)
alex;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;;-1;Mon Mar 06 2023 19:19:15 GMT+0100 (Central European Standard Time)
adrian;43;En Linux que comando lista todos los archivos del directorio dev que empiecen por t y acaben en C1;ls /dev/t*C1;1;Mon Mar 06 2023 19:19:17 GMT+0100 (Central European Standard Time)
eloy;64;En Linux que comando permite sacar por pantalla únicamente el tiempo que tarda en ejecutarse el comando who;;-1;Mon Mar 06 2023 19:19:18 GMT+0100 (Central European Standard Time)
eloy;65;En Linux que comando permite sacar por pantalla un listado completo de los procesos que está realizando el usuario root;;-1;Mon Mar 06 2023 19:19:19 GMT+0100 (Central European Standard Time)
eloy;68;En Linux que comando permite calcular la firma md5 del archivo good;ls;-1;Mon Mar 06 2023 19:19:26 GMT+0100 (Central European Standard Time)
ares;32;En Windows que herramienta busca y permite que borremos archivos innecesarios en el sistema,como archivos temporales de internet,etc;;-1;Mon Mar 06 2023 19:19:33 GMT+0100 (Central European Standard Time)
alex;6;¿Em Linux cuál es la opción por defecto en chmod para asignar permisos, si no se especifica nada?;si;-1;Mon Mar 06 2023 19:19:33 GMT+0100 (Central European Standard Time)
eloy;69;En Linux que comando permite monitorear la ocupación de las particiones en los discos;ls;-1;Mon Mar 06 2023 19:19:36 GMT+0100 (Central European Standard Time)
ares;34;¿Qué extensión tienen los ficheros por lotes o ficheros de comandos en Windows?;;-1;Mon Mar 06 2023 19:19:36 GMT+0100 (Central European Standard Time)
adrian;45;En Linux que comando lista todos los archivos del directorio etc que no empiecen por t;ls /etc/~t;-1;Mon Mar 06 2023 19:19:51 GMT+0100 (Central European Standard Time)
alex;9;¿En Linux qué comando no visualiza el contenido (todo o parcialmente) de ficheros?;;-1;Mon Mar 06 2023 19:19:56 GMT+0100 (Central European Standard Time)
ares;36;¿Qué extensión tiene un archivo ejecutable en Windows?;;-1;Mon Mar 06 2023 19:19:57 GMT+0100 (Central European Standard Time)
eloy;71;En el sistema de permisos de linux a que equivale el 755;ls;-1;Mon Mar 06 2023 19:20:03 GMT+0100 (Central European Standard Time)
alex;11;¿Cuál es el comando que escribe la ruta del directorio donde nos encontramos?;;-1;Mon Mar 06 2023 19:20:04 GMT+0100 (Central European Standard Time)
eloy;72;En Windows que comando permite mostrar todas las cuentas de usuario;;-1;Mon Mar 06 2023 19:20:06 GMT+0100 (Central European Standard Time)
adrian;46;En Linux que comando lista todos los archivos del directorio usr y sus subdirectorios;ls -r /usr;-1;Mon Mar 06 2023 19:20:36 GMT+0100 (Central European Standard Time)
eloy;75;En Windows que comando nos da el nombre del equipo;ls;-1;Mon Mar 06 2023 19:20:41 GMT+0100 (Central European Standard Time)
alex;13;¿Qué herramienta permite administrar todos los dispositivos físicos del sistema?;usb;-1;Mon Mar 06 2023 19:20:57 GMT+0100 (Central European Standard Time)
adrian;48;En Linux que comando permite posicionarnos en el directorio $HOME de forma directa;~;-1;Mon Mar 06 2023 19:21:02 GMT+0100 (Central European Standard Time)
eloy;76;En Windows con que comando se corresponde el administrador de tareas;ls;-1;Mon Mar 06 2023 19:21:08 GMT+0100 (Central European Standard Time)
alex;15;¿Qué herramienta permite administrar las aplicaciones, los procesos y ver el rendimiento del sistema?;;-1;Mon Mar 06 2023 19:21:15 GMT+0100 (Central European Standard Time)
eloy;81;En Windows dónde podemos encontrar las variables de entorno;ls;-1;Mon Mar 06 2023 19:21:15 GMT+0100 (Central European Standard Time)
alex;18;¿Con qué comando podemos ver las variables de entorno del sistema Windows?;;-1;Mon Mar 06 2023 19:21:18 GMT+0100 (Central European Standard Time)
adrian;53;En Linux que comando borrar los archivos y directorios de dir1, incluido el propio directorio;rm -r dir1;1;Mon Mar 06 2023 19:21:19 GMT+0100 (Central European Standard Time)
eloy;85;En Windows que directorio del registro tiene los datos sobre el equipo y el sistema operativo.;;-1;Mon Mar 06 2023 19:21:20 GMT+0100 (Central European Standard Time)
alex;20;En Windows Las _______ almacenan valores que servirán para que ciertos programas las utilicen o bien para configurar ciertos parámetros del entorno de trabajo;;-1;Mon Mar 06 2023 19:21:21 GMT+0100 (Central European Standard Time)
eloy;0;Cuál es el número que identifica a cada usuario dentro del sistema?;ls;-1;Mon Mar 06 2023 19:21:35 GMT+0100 (Central European Standard Time)
eloy;2;¿En Linux en qué fichero podemos ver todos los usuarios que existen?;etc;-1;Mon Mar 06 2023 19:21:44 GMT+0100 (Central European Standard Time)
alex;22;Las _________ son necesarias para guardar información y recuperarlos en caso de perdida;;-1;Mon Mar 06 2023 19:21:52 GMT+0100 (Central European Standard Time)
eloy;5;Si en el fichero /etc/shadow el campo de contraseñas empieza por los caracteres $6$, ¿con qué algoritmo de encriptación se ha realizado?;;-1;Mon Mar 06 2023 19:21:59 GMT+0100 (Central European Standard Time)
eloy;7;¿En Linux con qué comando se pueden ver todos los procesos que se están ejecutando en el sistema?;;-1;Mon Mar 06 2023 19:22:14 GMT+0100 (Central European Standard Time)
eloy;8;En Linux el editor de texto en modo gráfico por defecto es...;ls;-1;Mon Mar 06 2023 19:22:17 GMT+0100 (Central European Standard Time)
alex;23;El usuario __________ de Windows tiene privilegios para instalar y desinstalar programas, cambiar la configuración del sistema y añadir otros usuarios;;-1;Mon Mar 06 2023 19:22:28 GMT+0100 (Central European Standard Time)
eloy;10;¿Cuál de los siguientes comandos cambia el orden del contenido de un fichero mostrado por pantalla?;ls;-1;Mon Mar 06 2023 19:22:33 GMT+0100 (Central European Standard Time)
